Index,Composition,bandgap,spgN
17254,Al1 Cu1,0.0,221
17255,Mg6 Al1 Sn1,0.0,38
17256,Na4 Zn6 S8,2.0222,72
17257,Zr2 H2 Cl2,0.0,164
17258,Te4 Mo2 W1 S2,0.0,187
17259,Te4 Mo2 W1 S2,0.0,156
17260,Te2 Mo2 W1 Se2 S2,0.0,156
17261,Te2 Mo2 W1 Se2 S2,0.0,156
17262,Mg14 Bi1 Sb1,0.0,38
17263,Sr1 Li1 Mg14,0.0,187
17264,Sr1 Li1 Mg14,0.0,38
17265,Li1 La1 Mg14,0.0,38
17266,Mg14 Cu1 Bi1,0.0,38
17267,Te4 Mo3 W1 Se2 S2,0.2366999999999999,156
17268,Te4 Mo3 W1 Se2 S2,0.0,156
17269,Te4 Mo3 W1 Se2 S2,0.0,156
17270,Mg14 Zr1 Ti1,0.0,38
17271,Mg14 Zr1 Cu1,0.0,38
17272,Y1 Mg14 Bi1,0.0,38
17273,Y1 Mg14 Ga1,0.0,38
17274,Na1 Y1 Mg14,0.0,38
17275,Y1 Mg14 Zr1,0.0,187
17276,Mg14 Mn1 Sn1,0.0,38
17277,Mg14 Al1 Sb1,0.0,38
17278,Mg14 Al1 Cu1,0.0,187
17279,Mg14 Ga1 Ni1,0.0,187
17280,Mg14 Cd1 Ni1,0.0,38
17281,Mg14 Ni1 Sn1,0.0,187
17282,Mg14 Ni1 Sn1,0.0,38
17283,Te4 W4 Se2 S2,0.0,156
17284,Te4 W4 Se2 S2,0.0,156
17285,Te4 W4 Se2 S2,0.0,156
17286,Te4 W4 Se2 S2,0.0,156
17287,Te2 Mo1 W3 Se2 S4,0.0,156
17288,Te2 Mo1 W3 Se2 S4,0.0,156
17289,Te4 Mo3 W1 Se2 S2,0.0,156
17290,Te4 Mo3 W1 Se2 S2,0.0,156
17291,Mg6 V1 Cr1 O8,0.34889999999999954,123
17292,Ca1 Mg6 V1 O8,1.2070000000000007,123
17293,Ba1 Mg30 Ni1 O32,3.234,123
17294,Rb1 Mg30 Co1 O32,1.5360999999999998,123
17295,Mg30 Nb1 Cu1 O32,0.33940000000000037,123
17296,Mg30 Nb1 Cu1 O32,0.7054,123
17297,Rb1 Mg30 Fe1 O32,2.2741999999999996,123
17298,Y1 Mg30 Ti1 O32,0.0,123
17299,K1 Y1 Mg30 O32,3.8346999999999998,123
17300,Ce1 Mg5,0.0,189
17301,Ce4 Mg2,0.0,194
17302,Mg30 Ti1 Cd1 O32,0.0,123
17303,K1 Na1 Mg30 O31,2.7685999999999997,99
17304,Mg30 Ti1 Cd1 O32,0.24690000000000012,123
17305,Ho2 Bi4 O12,0.0,31
17306,Ho2 Zn2 Mo4 O12,1.1181999999999999,1
17307,Ca4 P8 W8 O36,2.2491999999999996,62
17308,Ho2 Mg2 Ni4 O12,0.0,31
17309,Ca8 Si16 Sn8 O48,3.3719,61
17310,Al2 Sb2 W4 O16,1.5773000000000001,13
17311,Al2 Bi2 W4 O16,2.3077,13
17312,Y1 Bi1 W2 O8,1.8528000000000002,1
17313,Ca2 Cr4 O14,2.6242,4
17314,Ba1 Y1 Cr1 Cu1 O5,0.0,99
17315,Mg8 Bi8 Mo8 O40,1.5255999999999998,61
17316,Zn2 Sn2 Ge4 O12,2.0364,15
17317,Mg1 Fe4 Cu3 O12,0.0,204
17318,Mg4 Cu4 Si16 O40,0.8092999999999999,130
17319,Ca4 Ni4 Sb4 P8 O36,0.0,6
17320,Ca4 Bi8 O20,0.9018000000000002,14
17321,La2 Mg2 Fe4 O12,0.0,31
17322,Ca2 V8 O12,0.2776000000000005,63
17323,Y2 Cr4 S8,0.0,2
17324,Mg4 Ta4 Cu2 O16,0.16069999999999984,1
17325,Sr2 Y1 Tl1 Ni2 O7,0.0,123
17326,Ca4 Bi4 As4 O20,2.1407000000000003,19
17327,Y1 Mn1 W2 O8,2.2291,1
17328,Ba2 Y1 Ni3 O7,0.0,47
17329,Ti2 Ni2,0.0,59
17330,Gd2 Ge4,0.0,141
17331,La28 Sm4 Mn16 Fe16 O80,0.9926000000000004,1
17332,La28 Sm4 Fe32 O80,0.8200000000000003,1
17333,La28 Sm4 Mn8 Fe24 O80,1.0325999999999995,1
17334,La28 Sm4 Mn12 Fe20 O80,1.0196999999999994,1
17335,La16 Sm16 Co28 Cu4 O80,0.0,1
17336,Sr4 Ca4 Ti1 Mn7 O24,0.0,8
17337,La16 Sm16 Co32 O80,0.5165000000000006,1
17338,Ba8 Sr24 Co16 Cu16 O80,0.0,1
17339,U2 Sn2 Pt4,0.0,63
17340,Pb4 Se4,1.1181000000000005,62
17341,Co6 As3,0.0,189
17342,Na4 Cu2 O4,0.0,11
17343,Ca2 Mn8 O16,0.3341999999999996,36
17344,Cs4 Se2,1.6384,11
17345,Sr8 Ti8 O20,0.0,65
17346,Ni4 N1,0.0,221
17347,Rb4 Ce4 Fe8 O18,0.0,38
17348,La8 Mg4,0.0,63
17349,Mg4 Sn8,0.0,12
17350,Mg6 Sn12,0.0,155
17351,Mg2 Sn4,0.0,189
17352,Mg1 Sn5,0.0,187
17353,Sr6 Mg2,0.0,194
17354,Mg4 Ti4,0.0,59
17355,Y4 Mg8,0.0,63
17356,Mg6 Zn6,0.0,8
17357,Mg4 Zn8,0.0,63
17358,Mg8 Zn4,0.0,8
17359,Mg6 Sn6,0.0,38
17360,Mg8 Ga4,0.0,63
17361,Mg6 Ga6,0.0,38
17362,Mg12 Al4,0.0,225
17363,Mg1 Ga3,0.0,187
17364,Os4 O8,0.0,205
17365,Fe11 Mo1 C4,0.0,1
17366,Cs1 Bi1 Se2,0.9915,156
17367,Mg14 Ga1 Ni1,0.0,38
17368,Ce1 Mg14 Cd1,0.0,38
17369,Sr4 Ca4 Mn6 Fe2 O24,0.0,6
17370,Ba7 Sr1 Cu8 O24,0.0,221
17371,K8 Na24 V16 Mo16 O80,0.0,1
17372,La28 Sm4 Mn4 Fe28 O80,0.8737000000000004,1
17373,Ca10 Sn6 S22,1.9495,2
17374,Tl1 In5 S8,1.5572,1
17375,Zn2 Fe2 P4 O16,0.0,11
17376,Y4 Lu4 O12,4.7574000000000005,62
17377,Tm2 Al2 O6,3.6406,194
17378,Ti3 Mn5 O16,1.2239,8
17379,Tb4 Ce4 O16,0.0,1
17380,Ti3 Co3 P6 O24,0.0,146
17381,Cr4 P10 O30,0.09149999999999991,7
17382,Pr2 Hf2 O8,0.0,88
17383,Sr18 La10 I66,2.1483000000000003,2
17384,Na2 Fe24 O38,0.0,156
17385,Na2 Fe24 O38,0.0,1
17386,Sn8 Pb8 O24,1.3539999999999992,55
17387,K6 Ni2 O4,1.5593000000000001,136
17388,V2 Bi2 O8,3.4013999999999998,15
17389,Ga10 W4,0.0,127
17390,Nb4 Ni8,0.0,194
17391,Zn2 N12,3.4513999999999996,1
17392,Sm1 Mn4 Co8,0.0,139
17393,Bi1 Mo6 S8,0.0,148
17394,K1 Mn2 Cr2 O10,0.3526,12
17395,Y4 Fe3 B6,0.0,166
17396,Tl1 Cu2 Se2 O10,0.029000000000000026,12
17397,Ag12 S4 Br4,0.29499999999999993,63
17398,Li2 B2 C4 O8 F4,3.7236000000000002,63
17399,Pr10 Ge6 C2,0.0,193
17400,In4 Rh4 O12,0.2755000000000001,62
17401,P4 W12,0.0,82
17402,Cs2 Na1 Ga1 Br6,1.4373,225
17403,K2 Nd1 Ag1 Br6,2.9991000000000003,225
17404,K2 Li1 Pr1 I6,2.9382,225
17405,K2 Ag1 Bi1 I6,0.8096000000000001,225
17406,K2 Na1 Sb1 I6,1.8858000000000001,225
17407,K2 Na1 Ga1 Cl6,2.7851999999999997,225
17408,K2 Na1 La1 Cl6,4.6627,225
17409,K2 Tl2 Br6,0.2974,225
17410,Na2 Ag1 Pd1 F6,0.0,225
17411,K3 Al1 Cl6,4.4689,225
17412,Rb2 Al1 Ag1 Br6,1.2140000000000002,225
17413,Cs1 Rb2 In1 Br6,2.6764,225
17414,Rb2 Tl1 Au1 I6,0.0,225
17415,K2 Hg1 Bi1 Cl6,0.0,225
17416,Cs2 Na1 Tl1 I6,0.0817,225
17417,K2 In2 I6,0.0,225
17418,Rb2 Hg1 As1 F6,0.0,225
17419,Cs2 Y1 Au1 I6,1.1517000000000002,225
17420,Cs2 Er1 Au1 Cl6,1.9136,225
17421,Cs2 In1 Au1 I6,0.0,225
17422,Rb2 Ga1 Hg1 I6,0.0,225
17423,Rb2 Cu1 Ru1 F6,0.0,225
17424,Rb2 Al1 Tl1 Br6,2.7211,225
17425,Rb3 Bi1 Br6,3.4159,225
17426,Rb2 Na1 In1 I6,0.6818,225
17427,Rb3 As1 I6,2.1626,225
17428,Rb2 Tl1 In1 I6,0.8542000000000001,225
17429,Na2 Li1 Pd1 F6,0.0,225
17430,Zn6 Mo4 O14,1.6529000000000003,36
17431,Na6 O3,1.6249000000000002,150
17432,Cd1 Ce1,0.0,123
17433,Sr2 Cu1 Se1 O2,0.0,123
17434,Rb2 Cu1 Cl2 F2,0.0,139
17435,Ba2 Os1 O4,0.0,139
17436,Ge6 Yb10,0.0,193
17437,Ag6 S2 I2,0.31300000000000017,42
17438,Sr4 La8 Mg4 Ru2 O24,0.0,12
17439,Nd4 Nb12 O36,1.5151,12
17440,Na4 Ca4 H24 S8 N4 O36,4.9171,7
17441,Li5 Co3 O8,0.0,12
17442,Li5 Mn1 Co2 O8,0.0,10
17443,Li5 Mn1 Co2 O8,0.0,10
17444,Li4 Mn1 Co3 O8,0.0,166
17445,Li4 Mn1 Co3 O8,0.0,2
17446,Li5 Mn1 Co2 O8,0.0,12
17447,Li7 Co5 O12,0.0,2
17448,Li7 Co5 O12,0.0,2
17449,Li6 Mn3 Co1 O10,0.13339999999999996,8
17450,Li7 Co5 O12,0.0,2
17451,Li5 Mn2 Co1 O8,0.6522000000000001,2
17452,Li5 Mn2 Co1 O8,0.3391000000000002,2
17453,Li6 Mn3 Co1 O10,0.37559999999999993,8
17454,Li6 Mn3 Co1 O10,0.19189999999999996,8
17455,Li7 Co5 O12,0.5418000000000003,12
17456,Li8 Mn2 Co4 O14,0.7694999999999999,2
17457,Li8 Mn2 Co4 O14,0.9098999999999999,2
17458,Li7 Mn2 Co3 O12,0.6500999999999997,12
17459,Li7 Mn2 Co3 O12,0.5975000000000001,2
17460,Li8 Mn2 Co4 O14,0.8891,1
17461,Li8 Mn2 Co4 O14,0.8855,1
17462,Li8 Mn2 Co4 O14,1.0022000000000002,1
17463,Li8 Mn2 Co4 O14,0.8125,1
17464,Li8 Mn2 Co4 O14,0.4901,1
17465,Li8 Mn2 Co4 O14,0.9034,1
17466,Li8 Mn2 Co4 O14,0.8716999999999997,1
17467,Li8 Mn2 Co4 O14,0.9396,1
17468,Li8 Mn2 Co4 O14,0.7044999999999999,1
17469,Li8 Mn2 Co4 O14,0.9487000000000001,1
17470,Li8 Mn2 Co4 O14,0.9037999999999999,1
17471,Li5 Mn3 O8,0.0,10
17472,Li7 Mn2 Co3 O12,0.9904999999999999,5
17473,Li7 Mn2 Co3 O12,0.8554999999999997,1
17474,Li7 Mn2 Co3 O12,0.31590000000000007,1
17475,Li7 Mn2 Co3 O12,1.0566,1
17476,Li7 Mn2 Co3 O12,0.5644,6
17477,Li7 Mn4 Co1 O12,0.0,1
17478,Li7 Mn4 Co1 O12,0.0,1
17479,Li7 Mn4 Co1 O12,0.0,1
17480,Li7 Mn4 Co1 O12,0.2027000000000001,1
17481,Li7 Mn4 Co1 O12,0.2513000000000001,1
17482,Li7 Mn4 Co1 O12,0.10850000000000026,1
17483,Li7 Mn4 Co1 O12,0.0985999999999998,1
17484,Li9 Mn2 Co5 O16,0.7371000000000003,2
17485,Li9 Mn2 Co5 O16,0.6463000000000001,2
17486,Li9 Mn2 Co5 O16,0.8239000000000001,2
17487,Li9 Mn2 Co5 O16,0.49049999999999994,2
17488,Li9 Mn2 Co5 O16,0.6301999999999999,2
17489,Li9 Mn2 Co5 O16,0.8252000000000002,2
17490,Li9 Mn2 Co5 O16,0.4919000000000002,2
17491,Li9 Mn2 Co5 O16,0.44700000000000006,1
17492,Li9 Mn2 Co5 O16,0.7496999999999998,2
17493,Li9 Mn2 Co5 O16,0.4384999999999999,1
17494,Li9 Mn2 Co5 O16,0.21340000000000003,2
17495,Li9 Mn2 Co5 O16,0.40059999999999985,1
17496,Li9 Mn2 Co5 O16,0.4708999999999999,1
17497,Li9 Mn2 Co5 O16,0.4897999999999998,5
17498,Li9 Mn2 Co5 O16,0.8180999999999998,5
17499,Li9 Mn2 Co5 O16,0.9992999999999999,2
17500,Li9 Mn2 Co5 O16,0.4643999999999999,1
17501,Li9 Mn2 Co5 O16,0.9466999999999999,2
17502,Li9 Mn2 Co5 O16,0.9584000000000001,2
17503,Li9 Mn2 Co5 O16,0.5227999999999997,1
17504,Li9 Mn2 Co5 O16,1.0106000000000002,2
17505,Li9 Mn2 Co5 O16,0.5021,1
17506,Li9 Mn2 Co5 O16,0.9593000000000003,1
17507,Li9 Mn2 Co5 O16,0.5504000000000002,1
17508,Li9 Mn2 Co5 O16,0.6131000000000002,1
17509,Li9 Mn2 Co5 O16,0.7704,1
17510,Li9 Mn2 Co5 O16,0.0,1
17511,Li9 Mn2 Co5 O16,0.5354999999999999,1
17512,Li9 Mn2 Co5 O16,0.5175000000000001,1
17513,Li9 Mn2 Co5 O16,0.5970999999999997,1
17514,Li9 Mn2 Co5 O16,0.8469000000000002,1
17515,Li9 Mn2 Co5 O16,0.5220000000000002,3
17516,Na16 Sn8 C16 S4 O64,0.4147000000000003,1
17517,Mn3 Fe2 Sn1 P6 O24,0.046499999999999986,146
17518,Mn3 Cr1 Fe2 P6 O24,0.08420000000000005,146
17519,Li8 Si8 Bi8 O32,2.9255000000000004,29
17520,Li1 N1 O2,2.1402,44
17521,Mn3 Fe1 O8,0.0,166
17522,Li4 Mn8 B8 O24,0.12360000000000015,1
17523,Li4 Cu8 C8 O28,0.06000000000000005,14
17524,Li9 Fe4 P4 O20,0.12109999999999999,1
17525,Li7 Mn3 Fe1 P6 O24,0.019000000000000128,146
17526,Li6 Fe5 W1 O12,1.8192,8
17527,Li8 V6 O16,1.4907000000000001,166
17528,Li4 Nb3 V3 Fe2 O16,0.2301000000000002,8
17529,Li4 Fe3 Ni2 Sb3 O16,0.4258999999999995,8
17530,Li4 Fe3 Ni3 O12,0.0,1
17531,Li3 V2 C4 O12,0.13169999999999993,5
17532,Li6 V2 Fe6 O16,1.2942,9
17533,Li12 Mn4 V4 P12 O48,0.4960000000000002,5
17534,Li12 Mn4 V4 P12 O48,0.4012000000000002,88
17535,Li12 Mn4 V4 P12 O48,0.3115999999999999,15
17536,Li12 Cr4 P4 C4 O28,2.0766,1
17537,Li6 Co4 Ni6 O20,0.0,10
17538,Li8 V12 Bi4 O32,0.4600000000000004,1
17539,Li2 Ti1 Cr3 O8,0.6168999999999998,12
17540,Li2 Mn1 Ni1 O4,0.0,119
17541,Li8 Fe12 Sn4 O32,0.0,19
17542,Li4 Fe2 Te2 O12,0.0,1
17543,Li2 Cu1 Sn1 O4,0.0,119
17544,Li4 Cr2 C4 O12,2.7398,43
17545,Li12 Cr3 Ni1 P4 C4 O28,2.0605,6
17546,La2 Ti2 N2 O4,0.7484999999999999,51
17547,Fe12 O12 F12,0.10899999999999999,6
17548,Fe3 Co1 Sb2 P6 O24,1.5673,146
17549,Li8 Co16 O32,0.4759,1
17550,Fe10 O11 F9,0.05940000000000012,1
17551,Cu1 Ni1 O2,0.0032000000000005357,12
17552,Eu4 Ni2 O8,0.0,64
17553,Cs4 Li4 S4 O16,4.1147,62
17554,Fe10 O6 F14,0.45620000000000016,1
17555,V4 Sn4 Rh8,0.0,139
17556,U1 Bi4 As2 O16,1.0846999999999998,2
17557,V4 H4 O12,0.0348,1
17558,Tl4 Ni4 O12,0.0,14
17559,V4 P4 H12 Pb2 O28,1.3115,9
17560,Rb1 Mn1 Cu3 Se4,0.0,215
17561,Na1 Mg3 Al6 Si6 B3 O31,0.16349999999999998,160
17562,Na1 Cu3 Ni1 Se4,0.0,215
17563,Pu8,0.0,14
17564,Mg8 O8,3.0583,72
17565,Mn2 Al12 Si8 O38,0.5202999999999998,11
17566,K4 Zr4 P8 O32,0.037800000000000056,13
17567,Ni2 H40 Se4 N4 O28,3.6452999999999998,14
17568,Cd20 Si8 O40,0.0015000000000000568,14
17569,Ca2 Ta3 Cu1 Br1 O10,0.0,123
17570,Ag6 Se2,0.0,194
17571,Ba1 Er1 O3,0.0,221
17572,Be1 Ni3,0.0,139
17573,Ca3 Ac1,0.0,225
17574,Er2 Co1 Ir1,0.0,225
17575,In3 Ag1,0.0,139
17576,Li1 Yb3,0.0,139
17577,Lu1 Ni3,0.0,221
17578,Mg2 Bi2,0.0,59
17579,Mg16 Al12 Pt1,0.0,160
17580,Mg5 Au1,0.0,5
17581,Mg1 Hg3,0.0,221
17582,Na2 Au6,0.0,194
17583,Pa1 Cd1,0.0,187
17584,Pm6 Eu2,0.0,194
17585,Sm6 Eu2,0.0,194
17586,Rb2 Np2 O5,0.0,123
17587,Yb3 Pr1,0.0,225
17588,Yb4 Si12,0.0,139
17589,Ta6 Co10 B4,0.0,127
17590,U2 W8 C8,0.0,83
17591,U4 Ga4 Pd8,0.0,62
17592,Li4 C8 N12,4.6672,13
17593,Gd2 Fe17 H3,0.0,166
17594,K2 U2 Te4 O16,0.2387999999999999,63
17595,La6 Be2 In2 S14,1.6223,173
17596,La2 Mn3 Cu9 As7,0.0,174
17597,Na4 S4 O16,0.0,2
17598,Co12 W12 C4,0.0,227
17599,Tl2 Cu1 Pb1 N6 O12,0.0,202
17600,Li10 W4 O14,2.2305999999999995,2
17601,Ti8 Fe4 Se16,0.0,164
17602,Zr16 Re8 N4,0.0,227
17603,Mn10 Al16,0.0,160
17604,Ta17 Al12,0.0,217
17605,Zr6 Ga16 Os7,0.0,225
17606,Ni2 H12 C4 N4 O8,3.0315,15
17607,Hg12 Se6 O25,0.0645,148
17608,Be6 Al4 Si12 O38,0.8407,192
17609,Sr10 Ti18 O46,1.8839000000000001,10
17610,K8 Ga16 P16 O64 F2,0.3938999999999999,86
17611,Ca10 Ge4 O20,0.5314,14
17612,H28 Pb12 C16 O26,2.7910999999999997,2
17613,Si16 Sn4 H140 C48 N8,3.0660999999999996,2
17614,Sm2 Te1 Mo6 H20 O36,1.1258,2
17615,Yb4 Mn34,0.0,63
17616,Nd4 Cu4 Pb4 C12 O44,0.1927000000000001,33
17617,Ba4 Tb4 Mn8 O24,0.0,2
17618,Ca4 B12 O24,0.5519999999999999,33
17619,K16 S16 O64,0.0,61
17620,Na2 Mg5 Mn11 Si12 As2 O50,0.0242,2
17621,Cs4 H8 S4 N4 O12,4.8552,62
17622,Mn4 H36 C16 N12 O24,3.599,52
17623,Fe4 Si8 O24,0.6940000000000001,15
17624,In2 Si8 H78 C28 O2,3.6983,2
17625,Pb32 Cl16 O28,0.0,15
17626,B2 H20 C6 N2 F8,7.283200000000001,11
17627,Co6 B6 P6 H12 O36,2.2977,144
17628,Nb8 Cu4 O24,0.34670000000000023,14
17629,Ag4 H144 C60 S12 N24 Cl4,3.46,2
17630,Ca4 Mn8 H32 O48,2.1061,56
17631,Mn2 H60 C12 Se8 N12,1.1173,15
17632,Zr2 Zn4 Ge2,0.0,139
17633,Dy2 Ge6 Pd1,0.0,38
17634,Dy6 Ru4,0.0,176
17635,Hf1 Al1 Pt2,0.0,225
17636,Fe2 Si1 Ni1,0.0,216
17637,Zr12 Fe2 Sn4 H20,0.0,190
17638,Y10 Sb6 F2,0.0,193
17639,Rb2 Yb2 Zn2 Te6,0.0,63
17640,Rb4 Hg4 C12 N12 O12,3.2979000000000003,62
17641,Na1 Th1 Ti2 O6,0.0,123
17642,Na1 V1 H8 N2 F6,0.0,225
17643,Na1 V4 Cu3 O12,0.0,204
17644,Na3 Eu1 V2 O8,0.0,164
17645,Na6 Ca8 Ti2 Si8 O32 F4,0.0,4
17646,Na12 Be12 B12 P24 O100,1.0076,198
17647,K8 V8 P8 O48,0.3762,61
17648,Ir4 N12,0.0,204
17649,Gd3 Zn5 Ge1,0.0,189
17650,Er8 S24 O96,0.0,61
17651,Ba4 Al4 P4 O20 F4,0.33299999999999996,14
17652,Ba2 Gd1 Cu2 Hg2 O8,0.0,139
17653,Al12 O16 F8,0.0,62
17654,Zr1 In1 Pt2,0.0,123
17655,Zr3 Se4,0.0,65
17656,Zr32 As20,0.0,10
17657,Yb2 Ag2 Pb2,0.0,164
17658,Yb2 Ni1 Sb2,0.0,160
17659,Yb1 Mn6 Al6,0.0,71
17660,V1 Fe3,0.0,65
17661,Tm2 Al2 Cu2,0.0,74
17662,Tm2 Cu1 O4,0.0,42
17663,Tm2 Ge2 Pd2,0.0,12
17664,Th4 U1 Te5,0.0,123
17665,Ta1 Ti1 C1 N1,0.0,160
17666,Ta2 Ga2 Bi4 O14,1.9127,74
17667,Sr1 Si1 Ge1,0.0,187
17668,Ta3 Co9,0.0,156
17669,Sr1 Li1 La1 Ti3 O9,1.8477999999999994,156
17670,Sr1 Nd2 Fe2 O7,0.6861000000000006,107
17671,Sr1 Eu1 C4,0.0,65
17672,Sr1 Cr1 O2,0.5100000000000002,123
17673,Sr2 Zn1 P2,0.0,187
17674,Ta6 Cu4 S12,0.0,156
17675,Sr6 V6 Bi2 O24,2.9467,12
17676,Sr2 La4 Mg2 Ru1 O12,0.0,139
17677,Sr2 La2 Mg1 Mn1 O8,0.0,123
17678,Sm2 Co5 Ni5,0.0,47
17679,Si14 H89 C30 O1,0.6434000000000001,1
17680,Pr2 Co2 Ni2,0.0,74
17681,Pr1 Y1 Fe4,0.0,216
17682,Pr1 Y1 Co6 Ni4,0.0,47
17683,Nd10 Co2 Si4,0.0041999999999999815,69
17684,Nd4 Nb2 Ga2 O14,2.2495,74
17685,Nb4 Pd1,0.0,69
17686,Nd5 Co5,0.0,12
17687,Nd2 Cu5 Ag5,0.0,47
17688,Na1 La1 Se2,0.6718000000000002,123
17689,Nb3 Pb2 O7 F5,0.07350000000000012,44
17690,Na4 Al4 Ge4 O16,3.0603,26
17691,Mn5 Fe5 Si6,0.0,38
17692,Mn5 In3 O12,0.0,1
17693,Mn2 Si1 Ni1,0.0,119
17694,Mn2 Zn10 B4 O20,0.0,26
17695,Mn4 Co1 Sb4 Ir3,0.0,160
17696,Mn2 Cr1 Se3,0.0,71
17697,Mg2 Te1 S1,1.4788999999999999,160
17698,Mg13 Nb2 H32,0.0,123
17699,Li1 Mg1 In2,0.0,216
17700,Li1 Ce1 Mo2 O8,0.0,82
17701,La1 Al1 Co4,0.0,38
17702,La4 Cu1 Ni1 O8,0.0,12
17703,La2 Fe2 Te2 O12,0.9715999999999996,15
17704,K2 Ta4 O12,0.0,74
17705,K1 Rb1 Cl2,4.7382,123
17706,K1 La7 Cu4 O16,0.0,107
17707,La8 Mn12 Zn4 O36,0.0,62
17708,K6 Nd6 Br20,0.08009999999999984,4
17709,In1 Ga1 Cu1 O4,0.0,160
17710,In1 Cu1 S2,0.005999999999999339,156
17711,In5 Ga5 S15,0.025900000000000034,1
17712,Hf1 In1 Ni2,0.0,123
17713,K4 Mn10 Si24 O62,0.6341000000000001,190
17714,Fe1 Ni1,0.0,166
17715,Fe4 Te3 Se1,0.0,25
17716,Fe1 Mo3 As4,0.0,6
17717,Fe2 Te1 Se1,0.0,99
17718,Fe2 H14 C6 N2 O12,3.6422,5
17719,Fe4 Te3 S1,0.0,99
17720,Fe1 Mo6 Se8,0.0,1
17721,Er1 Zr1,0.0,187
17722,Dy4 Al4 Co4,0.0,38
17723,Cu5 Ge2,0.0,160
17724,Cs1 Ti3 Al1 O8,2.5650000000000004,1
17725,Cr1 Ni3,0.0,166
17726,Cr8 Fe1 Co2 Cu1 S16,0.0,160
17727,Eu4 P6 H6 O18,0.0,2
17728,Co2 Re4 O12,0.0,136
17729,Ce1 Pr4 O10,0.0,166
17730,Ca4 Fe3 As8 Pt1,0.0,115
17731,B12 S1,1.8595000000000006,160
17732,Ba8 Ti4 Fe4 Si16 O56,0.034399999999999986,18
17733,Sr1 Nb2 Cu1 O6 F1,0.07220000000000004,119
17734,Tb8 Mg4 S16,2.2250000000000005,122
17735,Ti1 Ir1,0.0,221
17736,Mn1 Au1,0.0,221
17737,O3 Er2,4.1922,164
17738,O12 F2 Ca4 Ta4,0.0,227
17739,O8 Cu2 Nd4,0.0,64
17740,Co30 As12,0.0,185
17741,B1 N1,4.4506,216
17742,C4 W12 Re8,0.0,213
17743,Tl4 Fe6 S8,0.0,72
17744,Zr16 Fe8,0.0,227
17745,Cd1 Ce1,0.0,221
17746,O18 S6 Cd6,3.0385999999999997,148
17747,O12 Mn4 Y2 Ba2,0.0,13
17748,O48 Si12 Mn20,0.0,230
17749,Fe4 Ge2,0.0,194
17750,Se6 Ce2 Yb2,0.0,63
17751,Si2 Nd1 Pt2,0.0,139
17752,Se2 Pb2,1.6025,42
17753,H12 O10 Na2 Cl2,3.0156,2
17754,H18 C6 N12 Co2,2.8895,148
17755,H2 Np1,0.0,225
17756,H24 C8 O24 Zn4,4.4692,14
17757,O10 Co4 Y2 Ba2,0.043299999999999894,51
17758,O4 Ni1 La2,0.8102999999999998,139
17759,Li2 Cu2 P2 O8,0.0,7
17760,O12 F18 Y14,2.7161000000000004,39
17761,B2 Lu1 Os3,0.0,191
17762,Cl2 Te2 Bi2,1.5135,186
17763,Sm4 Cl8,0.0,62
17764,Ni11 Zr9,0.0,87
17765,Ce4 Te8 O22,0.0,15
17766,Ni1 Zr1 Bi1,0.0,216
17767,Nb1 Rh1 Sb1,0.0,216
17768,Li2 O24 P6 Mo4,0.8795000000000002,12
17769,Cu13 Se8,0.0,216
17770,Li22 S11,1.9737,160
17771,N22 Ti22,0.0026999999999999247,160
17772,Cu1 Se8 Sm5,1.0027999999999997,82
17773,Li1 Co7 O8,0.0,225
17774,Li12 O48 P12 Ni8,0.0,5
17775,U10 Na22 O32,0.0,208
17776,O16 Cu8 W4,1.3749000000000002,1
17777,Sb1 U1,0.0,225
17778,Ni5 Mo24 Se32,0.0,1
17779,Al6 B2 Ge6 H8 Na8 O24,4.3746,218
17780,Fe2 P8 O24,0.0809,15
17781,Li6 Ni6 P8 O32,0.01529999999999987,15
17782,Cs1 B12 Be4 Al4 O28,0.06400000000000006,215
17783,K12 Ni4 O8,1.5665,92
17784,Tl4 Ni4 O12,0.0,62
17785,Ge2 W1,0.0,139
17786,C8 H48 N8 O24 P8,5.6659,61
17787,Mg4 C8 O24 H24,4.8736,14
17788,Pb6 Mn6 O18,0.0,15
17789,N1 O3 Al1 Nd2,1.0619999999999994,107
17790,Co4 O24 C8 H24,2.6252,14
17791,H6 C1 N1 F1,6.0427,160
17792,Tb11 O20,0.0,2
17793,Dy6 S8,0.0,220
17794,Zr1 Co1 F6,0.0,148
17795,Te8 As8 Se32 S4 O8 F48,1.3994,14
17796,Mo2 S4 N4 Cl10,0.5399,2
17797,Zn8 Ga8 N8 O8,0.0,156
17798,As4 C4 S4 Cl8 F36,3.8103,14
17799,Na8 Sc4 P6 O24,0.3633999999999995,167
17800,Ba42 Si4 O10,0.0,227
17801,Li4 Mn4 Ni2 O12,1.4988,64
17802,Fe4 H48 C8 N8 F20,3.5842,62
17803,Ba1 Mo4 P2 O16,2.0885,121
17804,Na2 Ca2 V2 O8,3.7316,63
17805,Nb4 Br10,0.709,63
17806,Tb2 B2 C3,0.0,65
17807,Cs4 Se2,1.8845,43
17808,Na1 Li5 N2,0.3542,6
17809,Sb4 C4 N4 Cl24,1.9674999999999998,62
17810,H64 Ru2 C16 N8 Cl14,0.15259999999999996,18
17811,In4 Bi2,0.0,191
17812,K4 Cu2 H16 C8 O24,0.7686999999999999,14
17813,K2,0.0,2
